Scenario,Total number of vehicles,Average departure delay,Average vehicular waiting time,Average vehicular travel time,Average vehicular travel length,Average vehicular travel speed
simu9/1per10.tripinfoNP.xmlregularVeh,2844,0.649789029536,7.01125175809,147.272151899,1420.46230661,9.67116950105
simu9/1per100.tripinfoNP.xml,3161.0,0.708003796267,7.07086365074,147.585890541,1420.99352736,9.65420960533
simu9/1per100.tripinfoNP.xmlregularVeh,3129,0.703739213806,7.06999041227,147.644614893,1421.98317993,9.65805582464
simu9/1per10.tripinfoNP.xmlpriorityVeh,317,1.23028391167,7.60567823344,150.400630915,1425.75943218,9.50205205509
simu9/1per1000.tripinfoNP.xmlregularVeh,3157,0.707950585999,7.07507127019,147.653468483,1421.63519164,9.65527383689
simu9/1per1000.tripinfoNP.xml,3161.0,0.708003796267,7.07086365074,147.585890541,1420.99352736,9.65420960533
simu9/1per1000.tripinfoNP.xmlpriorityVeh,4,0.75,3.75,94.25,914.56,8.81426485225
simu9/1per100.tripinfoNP.xmlpriorityVeh,32,1.125,7.15625,141.84375,1324.2240625,9.27812147343
simu9/1per10.tripinfoNP.xml,3161.0,0.708003796267,7.07086365074,147.585890541,1420.99352736,9.65420960533
