tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
132.00;447931030_0;35.65;10.67;5.00;0.00;444002075#1_0;5.10;0.00;tripinfo_5;127.00;5;0;1115.58;1.00;14.79;DEFAULT_VEHTYPE;;0
135.00;451653029#2_1;37.79;13.17;128.00;0.00;326309713#1_0;4.55;0.00;tripinfo_128;7.00;128;0;44.46;1.00;3.55;DEFAULT_VEHTYPE;;0
136.00;287533401#1_0;8.83;10.43;47.00;0.00;-208928182_0;4.49;0.00;tripinfo_47;89.00;47;0;781.12;1.00;16.62;DEFAULT_VEHTYPE;;0
138.00;27028143#0_0;181.09;9.87;71.00;0.00;219276439#0_0;5.10;0.00;tripinfo_71;67.00;71;0;706.85;1.00;6.62;DEFAULT_VEHTYPE;;0
138.00;27102738#3_0;82.56;10.46;68.00;0.00;218873867#2_0;5.10;0.00;tripinfo_68;70.00;68;0;677.10;1.00;9.78;DEFAULT_VEHTYPE;;0
140.00;208928182_0;4.49;12.77;64.00;0.00;48158102#1_0;5.10;0.00;tripinfo_64;76.00;64;0;772.52;1.00;10.13;DEFAULT_VEHTYPE;;0
141.00;207989397_0;43.54;13.77;63.00;0.00;350274427#0_0;5.10;0.00;tripinfo_63;78.00;63;0;754.23;1.00;11.28;DEFAULT_VEHTYPE;;0
144.00;219276442#0_0;54.54;10.30;73.00;0.00;326467641#0_0;5.10;0.00;tripinfo_73;71.00;73;0;577.57;1.00;18.39;DEFAULT_VEHTYPE;;0
145.00;350274432_0;100.23;10.30;51.00;1.00;48158102#0_0;5.10;0.00;tripinfo_50;94.00;50;0;766.12;1.00;24.76;DEFAULT_VEHTYPE;;1
146.00;219276440#4_0;97.49;10.47;76.00;0.00;287533429#2_0;5.10;0.00;tripinfo_76;70.00;76;0;723.71;1.00;7.59;DEFAULT_VEHTYPE;;0
148.00;27103285_0;190.14;8.06;82.00;0.00;219276440#3_0;5.10;0.00;tripinfo_82;66.00;82;0;575.73;1.00;6.97;DEFAULT_VEHTYPE;;0
149.00;451652905#1_2;9.34;10.59;38.00;0.00;471664572#1_0;5.10;0.00;tripinfo_38;111.00;38;0;1052.49;1.00;16.54;DEFAULT_VEHTYPE;;0
149.00;326309727#1_2;40.75;16.23;90.00;1.00;451653573#0_0;5.10;0.00;tripinfo_89;59.00;89;0;718.47;1.00;9.05;DEFAULT_VEHTYPE;;0
149.00;69749637#2_0;7.45;10.65;4.00;0.00;326309727#3_0;5.10;0.00;tripinfo_4;145.00;4;0;1370.89;1.00;18.44;DEFAULT_VEHTYPE;;0
151.00;208356047#0_0;92.31;7.78;100.00;0.00;477174168#1_0;5.10;0.00;tripinfo_100;51.00;100;0;469.89;1.00;5.66;DEFAULT_VEHTYPE;;0
154.00;358291500_0;81.64;10.93;93.00;0.00;326467633_0;5.10;0.00;tripinfo_93;61.00;93;0;411.19;1.00;23.25;DEFAULT_VEHTYPE;;6
157.00;326126530#2_0;51.33;10.15;75.00;0.00;326309697_0;5.10;0.00;tripinfo_75;82.00;75;0;737.28;1.00;14.91;DEFAULT_VEHTYPE;;0
158.00;207989397_0;43.54;12.71;74.00;0.00;219276441#0_0;5.10;0.00;tripinfo_74;84.00;74;0;793.26;1.00;11.18;DEFAULT_VEHTYPE;;0
159.00;444002075#1_0;163.29;10.89;24.00;0.00;48158102#0_0;5.10;0.00;tripinfo_24;135.00;24;0;1214.95;1.00;22.82;DEFAULT_VEHTYPE;;3
161.00;486259354#0_0;126.51;10.87;11.00;0.00;219276443#2_0;5.10;0.00;tripinfo_11;150.00;11;0;1623.23;1.00;24.50;DEFAULT_VEHTYPE;;2
163.00;326309725#1_0;6.07;8.13;61.00;0.00;326309716#1_0;5.10;0.00;tripinfo_61;102.00;61;0;905.18;1.00;12.99;DEFAULT_VEHTYPE;;0
164.00;326467637#1_0;11.60;10.50;78.00;0.00;219276443#1_0;5.10;0.00;tripinfo_78;86.00;78;0;820.37;1.00;11.75;DEFAULT_VEHTYPE;;0
165.00;321457778#0_0;234.63;10.08;27.00;0.00;229187724#3_0;4.52;0.00;tripinfo_27;138.00;27;0;1305.02;1.00;13.95;DEFAULT_VEHTYPE;;0
165.00;219276440#0_0;50.69;10.59;16.00;0.00;27103144#2_0;5.10;0.00;tripinfo_16;149.00;16;0;1224.61;1.00;38.06;DEFAULT_VEHTYPE;;7
168.00;326467636#1_0;37.18;9.89;150.00;0.00;326467638#2_0;5.10;0.00;tripinfo_150;18.00;150;0;127.41;1.00;5.85;DEFAULT_VEHTYPE;;0
173.00;27028045#2_0;79.13;9.87;102.00;0.00;415931799#1_0;5.10;0.00;tripinfo_102;71.00;102;0;816.49;1.00;10.51;DEFAULT_VEHTYPE;;0
178.00;-186936338#1_0;118.92;10.33;58.00;0.00;562102993_0;5.10;0.00;tripinfo_58;120.00;58;0;1166.01;1.00;14.60;DEFAULT_VEHTYPE;;0
180.00;27102750#0_0;65.95;9.96;99.00;0.00;287533469#0_0;5.10;0.00;tripinfo_99;81.00;99;0;750.98;1.00;12.87;DEFAULT_VEHTYPE;;2
181.00;287533469#0_0;161.51;10.10;35.00;0.00;415931799#0_0;5.10;0.00;tripinfo_35;146.00;35;0;1426.21;1.00;15.47;DEFAULT_VEHTYPE;;0
184.00;253257589#0_0;172.84;10.60;45.00;0.00;444013696#0_0;5.10;0.00;tripinfo_45;139.00;45;0;1336.87;1.00;15.68;DEFAULT_VEHTYPE;;0
184.00;451653455#1_0;111.75;11.03;81.00;11.00;27028159_0;5.10;0.00;tripinfo_70;103.00;70;0;929.68;1.00;18.93;DEFAULT_VEHTYPE;;0
187.00;444048516#0_0;93.43;7.19;29.00;0.00;287533401#1_0;5.10;0.00;tripinfo_29;158.00;29;0;1444.57;1.00;15.95;DEFAULT_VEHTYPE;;0
187.00;208928173#2_0;92.51;13.23;40.00;0.00;208356047#1_0;5.10;0.00;tripinfo_40;147.00;40;0;1263.05;1.00;34.70;DEFAULT_VEHTYPE;;22
190.00;219276441#0_0;79.91;7.75;88.00;0.00;458718920#0_0;5.10;0.00;tripinfo_88;102.00;88;0;963.75;1.00;12.26;DEFAULT_VEHTYPE;;0
191.00;326467635#1_0;11.76;10.68;107.00;1.00;219276440#6_0;5.10;0.00;tripinfo_106;84.00;106;0;782.10;1.00;13.16;DEFAULT_VEHTYPE;;0
192.00;326309725#1_0;6.07;7.76;26.00;0.00;326467651#0_0;5.10;0.00;tripinfo_26;166.00;26;0;1822.17;1.00;19.08;DEFAULT_VEHTYPE;;0
193.00;40171837_0;84.64;10.75;60.00;0.00;326309727#2_0;5.10;0.00;tripinfo_60;133.00;60;0;1261.87;1.00;17.25;DEFAULT_VEHTYPE;;0
195.00;326309725#1_0;6.07;7.92;30.00;0.00;451653573#0_0;5.10;0.00;tripinfo_30;165.00;30;0;1877.55;1.00;15.94;DEFAULT_VEHTYPE;;0
