tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
339.00;208352993_0;44.41;10.71;171.00;0.00;-326309730_0;5.10;0.00;tripinfo_171;168.00;171;0;1639.21;1.00;34.67;DEFAULT_VEHTYPE;;1
342.00;161357702#1_0;58.57;8.10;147.00;0.00;326309726#3_0;5.10;0.00;tripinfo_147;195.00;147;0;1781.71;1.00;26.63;DEFAULT_VEHTYPE;;0
346.00;451652904#0_0;105.43;10.83;79.00;0.00;451653597_0;5.10;0.00;tripinfo_79;267.00;79;0;2232.61;1.00;77.16;DEFAULT_VEHTYPE;;33
346.00;171797497#0_0;36.03;4.30;44.00;0.00;-458718924_0;5.10;0.00;tripinfo_44;302.00;44;0;2027.99;1.00;132.46;DEFAULT_VEHTYPE;;83
352.00;562603479#0_0;4.95;16.52;136.00;0.00;219276440#1_0;5.10;0.00;tripinfo_136;216.00;136;0;2006.90;1.00;75.15;DEFAULT_VEHTYPE;;43
353.00;326467635#0_0;34.23;10.94;172.00;0.00;358541117_0;5.10;0.00;tripinfo_172;181.00;172;0;1576.99;1.00;69.32;DEFAULT_VEHTYPE;;43
355.00;451653029#2_1;37.79;13.59;163.00;0.00;72098844_0;5.10;0.00;tripinfo_163;192.00;163;0;2005.43;1.00;37.88;DEFAULT_VEHTYPE;;0
355.00;27028143#0_0;181.09;10.10;175.00;0.00;48158098#0_0;5.10;0.00;tripinfo_175;180.00;175;0;1652.84;1.00;33.95;DEFAULT_VEHTYPE;;12
358.00;126550198_0;90.06;10.09;179.00;0.00;72098844_0;5.10;0.00;tripinfo_179;179.00;179;0;1507.39;1.00;54.64;DEFAULT_VEHTYPE;;29
366.00;-189469606_0;3.80;9.94;160.00;0.00;208352995_0;5.10;0.00;tripinfo_160;206.00;160;0;1944.71;1.00;19.22;DEFAULT_VEHTYPE;;0
367.00;451652904#0_0;105.43;10.02;155.00;0.00;27102750#1_0;5.10;0.00;tripinfo_155;212.00;155;0;2036.54;1.00;22.27;DEFAULT_VEHTYPE;;0
368.00;326467640#4_1;247.57;16.31;118.00;0.00;444048522_0;5.10;0.00;tripinfo_118;250.00;118;0;2753.32;1.00;61.87;DEFAULT_VEHTYPE;;39
368.00;218396822_0;27.75;15.77;137.00;0.00;444058036#0_0;5.10;0.00;tripinfo_137;231.00;137;0;2359.13;1.00;88.64;DEFAULT_VEHTYPE;;61
369.00;451652904#0_0;105.43;10.56;189.00;0.00;-189469606_0;3.80;0.00;tripinfo_189;180.00;189;0;1710.24;1.00;19.98;DEFAULT_VEHTYPE;;3
370.00;444048529#3_1;143.18;15.62;166.00;1.00;321457779#2_0;5.10;0.00;tripinfo_165;204.00;165;0;1917.63;1.00;35.72;DEFAULT_VEHTYPE;;8
371.00;161357702#2_0;5.04;7.33;124.00;0.00;471664572#2_0;5.10;0.00;tripinfo_124;247.00;124;0;2323.30;1.00;40.26;DEFAULT_VEHTYPE;;10
374.00;-208928171_0;12.08;12.06;199.00;0.00;229187724#3_0;4.52;0.00;tripinfo_199;175.00;199;0;1710.36;1.00;18.96;DEFAULT_VEHTYPE;;0
382.00;48156213_0;92.83;13.01;124.00;1.00;27028143#0_0;5.10;0.00;tripinfo_123;258.00;123;0;1778.49;1.00;116.26;DEFAULT_VEHTYPE;;69
384.00;27103295#0_0;151.89;10.81;149.00;0.00;184701778_0;0.20;0.00;tripinfo_149;235.00;149;0;2182.99;1.00;23.45;DEFAULT_VEHTYPE;;0
396.00;161357702#1_0;58.57;7.33;176.00;0.00;326467641#0_0;5.10;0.00;tripinfo_176;220.00;176;0;2033.58;1.00;28.71;DEFAULT_VEHTYPE;;0
400.00;208356048#0_0;259.06;10.68;65.00;0.00;326309726#0_0;5.10;0.00;tripinfo_65;335.00;65;0;2083.49;1.00;158.56;DEFAULT_VEHTYPE;;110
403.00;287653107#0_0;56.74;16.37;174.00;0.00;349360686_0;0.20;0.00;tripinfo_174;229.00;174;0;2169.38;1.00;55.86;DEFAULT_VEHTYPE;;23
405.00;454586924_0;1.57;8.48;169.00;0.00;287533469#5_0;5.10;0.00;tripinfo_169;236.00;169;0;2059.61;1.00;67.05;DEFAULT_VEHTYPE;;22
407.00;208353000_0;1.74;10.70;163.00;2.00;-326309732_0;5.10;0.00;tripinfo_161;244.00;161;0;2108.27;1.00;71.45;DEFAULT_VEHTYPE;;26
416.00;415931799#0_1;45.42;16.04;142.00;0.00;477174168#1_0;5.10;0.00;tripinfo_142;274.00;142;0;2072.60;1.00;93.78;DEFAULT_VEHTYPE;;50
422.00;27103295#0_0;151.89;10.15;181.00;0.00;184701778_0;0.20;0.00;tripinfo_181;241.00;181;0;2182.99;1.00;29.14;DEFAULT_VEHTYPE;;1
425.00;287533435#0_0;90.66;13.83;196.00;0.00;287533392#0_0;5.10;0.00;tripinfo_196;229.00;196;0;1945.74;1.00;71.09;DEFAULT_VEHTYPE;;22
426.00;130584736_0;119.53;9.96;167.00;0.00;186936338#0_0;5.10;0.00;tripinfo_167;259.00;167;0;1383.73;1.00;147.21;DEFAULT_VEHTYPE;;105
444.00;287533401#1_1;8.83;7.04;126.00;0.00;287533507_0;5.10;0.00;tripinfo_126;318.00;126;0;2351.42;1.00;140.34;DEFAULT_VEHTYPE;;83
455.00;287533399_0;69.46;8.08;127.00;0.00;326309727#1_0;5.10;0.00;tripinfo_127;328.00;127;0;2320.16;1.00;108.94;DEFAULT_VEHTYPE;;66
459.00;171797495#0_0;35.80;5.41;178.00;0.00;326309727#5_0;5.10;0.00;tripinfo_178;281.00;178;0;2224.87;1.00;63.81;DEFAULT_VEHTYPE;;29
469.00;287533397_0;51.12;10.19;183.00;0.00;-444048536#0_0;5.10;0.00;tripinfo_183;286.00;183;0;2194.21;1.00;104.89;DEFAULT_VEHTYPE;;52
