Scenario,Total number of vehicles,Average departure delay,Average vehicular waiting time,Average vehicular travel time,Average vehicular travel length,Average vehicular travel speed
simu7/1per100.tripinfoNP.xml,3158.0,173.575997467,1755.67986067,1800.49366688,1251.08970551,5.40850377212
simu7/1per100.tripinfoNP.xmlpriorityVeh,32,42.375,1488.9375,1675.4375,1274.6009375,5.22106937797
simu7/1per10.tripinfoNP.xmlpriorityVeh,316,144.414556962,1877.38291139,1955.12974684,1224.15025316,5.01120965264
simu7/1per1000.tripinfoNP.xmlpriorityVeh,4,0.0,278.75,454.25,943.965,7.7378827092
simu7/1per10.tripinfoNP.xml,3158.0,173.575997467,1755.67986067,1800.49366688,1251.08970551,5.40850377212
simu7/1per1000.tripinfoNP.xmlregularVeh,3154,173.796131896,1757.55294864,1802.20101458,1251.47921053,5.40554958196
simu7/1per1000.tripinfoNP.xml,3158.0,173.575997467,1755.67986067,1800.49366688,1251.08970551,5.40850377212
simu7/1per10.tripinfoNP.xmlregularVeh,2842,176.81843772,1742.14778325,1783.29978888,1254.08508445,5.45267862847
simu7/1per100.tripinfoNP.xmlregularVeh,3126,174.919065899,1758.41042866,1801.77383237,1250.84902751,5.41042248633
